name,description,address,city,state,postcode,country,phone,website,email,monday,tuesday,wednesday,thursday,friday,saturday,sunday,tags,extra,lat,lng,hours
Graham Park - Mayo Clinic & Olmsted Medical Center Collaborative,1407 3rd Ave SE,Rochester,MN,55904, ,"",44.0030566,-92.4591411,
"Mayo Clinic Hospital, Methodist Campus",201 W. Center St.,Rochester,MN,55902,"",https://www.mayoclinic.org/patient-visitor-guide/minnesota/campus-buildings-maps/mayo-clinic-hospital-methodist-campus,44.0236385,-92.465868,8am - close
Mayo Family Clinic Northwest,4111 US-52 North,Rochester,MN,55901, ,"",44.06552563,-92.50024648,Call ahead
Mayo Clinic,200 First St. SW,Rochester,MN,55905,"",https://www.mayoclinic.org/patient-visitor-guide/minnesota,44.0221101,-92.466612,
HealthPartners Clinic - Apple Valley,15290 Pennock Ln,Apple Valley,MN,55124,"","",44.72913474,-93.22147292,8 AM - 5 PM
HealthPartners Clinic - Eagan,1654 Diffley Rd,Eagan,MN,55122,"","",44.80353479,-93.18838381,
HealthPartners Clinic,5625 Cenex Dr,Inver Grove Heights,MN,55077,"","",44.8666585,-93.06223017,8 AM - 5 PM
Mercy Hospital St. Louis,615 S New Ballas Rd,St. Louis,MO,63141,573-874-7355,"",38.6454031,-90.446423,Call Ahead
SSM Health Urgent Care,1296 Jeffco Blvd.,Arnold,MO,63010,"",https://www.ssmhealth.com/locations/location-details/urgent-care-arnold,38.43606488,-90.37478597,By appointment
Missouri State Health Department,4040 7 Hills Dr,Florissant,MO, ,877-435-8411,https://health.mo.gov/,38.77662,-90.27573,Call Ahead
Taney County Health Department,15479 U.s. 160,Forsyth,MO, ,877-435-8411,http://www.taneycohealth.org/,36.696027,-93.121485,
Missouri State Health Department,2500 East Mechanic Street,Harrisonville,MO, ,877-435-8411,https://health.mo.gov/,38.66928,-94.32397,Call Ahead
Missouri State Health Department,3600 Newman Road,Joplin,MO, ,877-435-8411,https://health.mo.gov/,37.098118,-94.466644,
SSM Health Urgent Care,3626 S. Clark St. Suite C,Mexico,MO,65265,"",https://www.ssmhealth.com/locations/location-details/urgent-care-mexico-mo,39.2013381,-91.88458172,
Sullivan County Memorial Hospital,630 W 3rd St,Milan,MO,63556,573-874-7355,"",40.20188338,-93.13316021,
Poplar Bluff - Kneibert Clinic,686 Lester Street,Poplar Bluff,MO,63901,"",https://wuphysicians.wustl.edu/locations,36.75918652,-90.39830234,Call ahead
Cox South,3801 S National Ave,Springfield,MO,65807,573-874-7355,"",37.1457725,-93.2791288,Call ahead
SSM Health DePaul Hospital - St. Louis,12303 DePaul Drive,Bridgeton,MO,63044,"",https://www.ssmhealth.com/locations/depaul-hospital-st-louis,38.7509704,-90.432545,Call ahead
SSM Health St. Joseph Hospital - St. Charles,300 First Capitol Drive,St. Charles,MO,63301,"",https://www.ssmhealth.com/locations/st-joseph-hospital-st-charles,38.780517,-90.483836,Call ahead
Barnes-Jewish Hospital,1 Barnes-Jewish Hospital Plaza,St. Louis,MO,63110,"",https://wuphysicians.wustl.edu/locations,38.6358935,-90.2646959,
VA St. Louis Health Care System,1 Jefferson Barracks Dr,St. Louis,MO,63125,573-874-7355,"",38.5009091,-90.2880484,
Mercy Hospital South,10010 Kennerly Rd,St. Louis,MO,63128,573-874-7355,"",38.5066232,-90.3821336,
Christian Hospital,1133 Dunn Road,St. Louis,MO,63136, ,https://wuphysicians.wustl.edu/locations,38.74331207,-90.25977699,Call Ahead
Grant Medical Clinic (WUCA),114 North Taylor,St. Louis,MO,63108,"",https://wuphysicians.wustl.edu/locations,38.6415543,-90.2579759,Call Ahead
Mercy in South St. Louis County,13045 Tesson Ferry Rd,St. Louis,MO,63128,"",https://www.mercy.net/newsroom/2020-03-20/mercy-to-open-three-additional-covid-19-test-collection-sites/,38.4922992,-90.3861418,Call ahead
SSM Health Cardinal Glennon Children's Hospital,1465 S. Grand Blvd.,St. Louis,MO,63104,"",https://www.ssmhealth.com/locations/cardinal-glennon-childrens-hospital,38.6214984,-90.238743,Call ahead
Missouri Baptist Medical Center,3015 N. Ballas Road,St. Louis,MO,63131, ,https://wuphysicians.wustl.edu/locations,38.6364152,-90.4464097,By appointment
SSM Health Saint Louis University Hospital,3635 Vista Ave.,St. Louis,MO,63110,"",https://www.ssmhealth.com/locations/saint-louis-university-hospital,38.622871,-90.23855,
SSM Health St. Mary's Hospital - St. Louis,6420 Clayton Road,St. Louis,MO,63117,"",https://www.ssmhealth.com/locations/st-marys-hospital-st-louis,38.6333493,-90.310785,
VA Medical Center: John Cochran Division,915 North Grand Boulevard,St. Louis,MO,63106, ,https://wuphysicians.wustl.edu/locations,38.6425813,-90.2315622,Call Ahead
Missouri State Health Department,119 Olympic Way,St. Peters,MO, ,877-435-8411,https://health.mo.gov/,38.793392,-90.58538,Call ahead
Putnam County Memorial Hospital,1926 Oak St,Unionville,MO,63565,573-874-7355,"",40.4821168,-93.00440021,Call Ahead
SSM Health St. Joseph Hospital - Wentzville,500 Medical Drive,Wentzville,MO,63385,"",https://www.ssmhealth.com/locations/st-joseph-hospital-wentzville,38.8226492,-90.880674,Call ahead
SSM Health Urgent Care,8820 Manchester Road,Brentwood,MO,63144,"",https://www.ssmhealth.com/locations/location-details/urgent-care-brentwood,38.6115221,-90.3508422,By appointment
"Cameron Regional Medical Center, Inc.",1600 E Evergreen St,Cameron,MO,64429,573-874-7355,"",39.73475531,-94.2278647,
Mercy Virtual Care Center,15740 S. Outer Forty Road,Chesterfield,MO,63017,"",https://www.mercy.net/newsroom/2020-03-13/mercy-opens-covid-19-test-collection-site/,38.65167163,-90.55502021,Call ahead
MU University Hospital,1 Hospital Dr,Columbia,MO,65212,"",muhealth.org/locations/university-hospital,38.9386955,-92.3297401,By appointment
MU Softball Stadium,600 E Stadium Blvd,Columbia,MO,65211,573-874-7355,"",38.9287335,-92.33699,Call ahead
Barnes-Jewish West County Hospital,12634 Olive Blvd.,Creve Coeur,MO,63141,"",https://wuphysicians.wustl.edu/locations,38.6763058,-90.4678846,M-F 0700 - 1900
Missouri State Health Department,101 Monticello,Edina,MO, ,877-435-8411,https://health.mo.gov/,40.1684616,-92.1751316,
Next Care Urgent Care,1860 N Church Rd,Liberty,MO,64068,816-415-2828,"",39.26974779,-94.43873368,"M-F 8am-8pm, Sa-Su 9am-4pm"
Sullivan County Health Department,1 Hawthorne Drive,Milan,MO, ,877-435-8411,http://sullivancountyhealth.com/home,40.203358,-93.13279,Call ahead
Clark Fork Valley Hospital Respiratory Illness Clinic,10 Kruger Road,Plains,MO,59859,"","",47.46871712,-114.8873838,"10 AM - 5 PM, Monday -Friday"
Next Care Urgent Care,10015 N Ambassador Dr,Kansas City,MO,64153,816-595-4000,"",39.27661128,-94.66869416,"M-F 8am-8pm, Sa-Su 9am-4pm"
SSM Health Urgent Care,1475 Kisker Road Suite 120,St. Charles,MO,63304,"",https://www.ssmhealth.com/locations/location-details/urgent-care-st-charles-kisker-road,38.738789,-90.6213468,Call ahead
St. Lukes Hospital - Drive-Through Covid-19 Testing Site,232 S Woods Mill Rd,Chesterfield,MO,63017,314-576-2428,"",38.65234257,-90.50249249,8AM-4PM
Saint Luke's Health Systems - Primary Care,600 NE Adams Dairy Pkwy #200,Blue Springs,MO,64014,"","",39.02221624,-94.25012735,8am - 6pm
Firest Point Urgent Care,8144 NW Prairie View Road,Kansas City,MO,64151,816-505-3669,"",39.24270101,-94.65886589,"M-F 9am-8pm, Sa 9am-5pm, Su10am-5pm"
Singing River Medical Clinic,2819 Denny Avenue,Pascagoula,MS,39581,"","",30.37623647,-88.53106031,"Monday-Friday 7:30-6:30, Saturday & Sunday 8:00-5:00"
Maxem Health Urgent Care Orange Grove,10556 Highway 49,Gulfport,MS,39503,"","",30.44153626,-89.09774228,Monday ‚Äì Saturday: 9:00-9:00 Sundays: 9:00-6:00
Maxem Health Urgent Care D‚ÄôIberville,10319 D’Iberville Blvd D.,D’Iberville,MS, ,"","",30.43621113,-88.89287373,Mondday-Saturday 8:00-8:00
Singing River Health System Vancleave Clinic,11700 Highway 57,Vancleave,MS,39565,"","",30.51317603,-88.69710558,Monday-Friday 7:30-5-00
Singing River Medical Clinic,"13034 Shriner's Blvd, Suite B",Biloxi,MS,39532,"","",30.47246686,-88.97032684,Monday-Friday 8:00-4:30
Singing River Health System Woolmarket Clinic,"13034 Shriner's Blvd, Suite B",Biloxi,MS,39532,"","",30.4725917,-88.97032148,Monday-Friday 8:00-4:30
Memorial Stone County Medical Center,1440 E Central Ave,Wiggins,MS,39577,"","",30.84559897,-89.11644679,Monday ‚Äì Friday 8 a.m. ‚Äì5 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Maxem Health Urgent Care Ocean Springs,1514 Bienville Blvd,Ocean Springs,MS,39564,"","",30.41575739,-88.81793005,Monday-Sunday 8:00-8:30
Memorial Primary Care Cedar Lake,1756 Popp's Ferry Road,Biloxi,MS,39532,"","",30.44302861,-88.93918382,Monday ‚Äî Friday: 8 a.m. ‚Äî 5 p.m. Saturday: 9 a.m. ‚Äî 3 p.m.
Maxem Health Urgent Care Pacagoula,2210 Denny Avenue,Pascagoula,MS,39567,"","",30.37035678,-88.54163991,Monday ‚Äì Saturday: 8:00-8:00 Sundays: 9:00-6:00
Memorial Physician Clinics Internal Medicine - Drinkwater,300 Drinkwater Road Bay,St. Louis,MS,39520,"","",30.31618917,-89.35617028,Friday 8 a.m. ‚Äì5 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Memorial Surgery Center Ocean Springs,3882 Bienville Boulevard,Ocean Springs,MS,39564-5803,"","",30.40844655,-88.76280876,Friday 8 a.m. ‚Äì 5 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Maxem Health Urgent Care Picayune,422 Memorial Blvd,Picayune,MS,39466,"","",30.51627671,-89.67518097,Monday ‚Äì Saturday: 8:00-8:00 Sundays: 9:00-6:00
Memorial Physician Clinics Magnolia Grove Walk-In Clinic,4333 15th Street,Gulfport,MS,39501,"","",30.36896846,-89.11334343,Monday ‚Äì Friday 8 a.m. ‚Äì 8 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Memorial Physician Clinics - Hancock Family Practice,4433 Leisure Time Dr,Diamondhead,MS,39525,"","",30.37532152,-89.3820022,Monday ‚Äì Friday 8 a.m. ‚Äì5 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Memorial Physician Clinics Beatline Medical & Walk-In,"5120 Beatline Road, Suite B",Long Beach,MS,39560,"","",30.36253624,-89.18628805,Monday ‚Äì Friday 8 a.m. ‚Äì5 p.m. and Sat & Sun 9 a.m. ‚Äì 3 p.m
Singing River Health System Hurley Clinic,7001 Hwy 614,Hurley,MS,39555,"","",30.65421827,-88.4927578,"Monday-Friday 7:00-6:30, Saturday 8:00-12:00"
OCH Huxford Clinic,106 Strange Road,Starkville,MS,39759, ,"",33.47383354,-88.82043694,M-F: 8am-5pm
MedPlus Family and Urgent Care - Tupelo,874 Barnes Crossing Rd,Tupelo,MS,38804, ,https://www.medplusclinics.com/,34.31565234,-88.70494661,"Normal clinic hours, open until 7pm each day"
Bozeman Health Outpatient Services at N. 19th,120 N 19th Ave D,Bozeman,MT,59718, ,"",45.68136921,-111.0617328,Monday - Friday 9am - 4pm
St. Vincent Healthcare Parking Lot M,1233 North 30th Street,Billings,MT,59101,"","",45.79288912,-108.5155143,9:00 AM - 6:00 PM
Big Sky Medical Center Emergency Bay,334 Town Center Ave,Big Sky,MT,59716, ,"",45.2599874,-111.3024404,Monday - Friday 9am - 4pm; Saturday 9am - 1pm
Billings Clinic,801 North 29th St,Billings,MT,59101,800-252-1246,"",45.78935158,-108.5138967,8:00 AM - 8:00 PM
Bozeman Health Deaconess Hospital,915 Highland Blvd,Bozeman,MT,59715, ,"",45.66879599,-111.0191405,Monday - Friday 9am - 4pm
Bozeman Health Belgrade Clinic,Alaska Frontage Rd,Belgrade,MT,59714, ,"",45.76583022,-111.181469,Monday - Friday 9am - 4pm; Satuday 9am - 1pm
Grant Creek Family Medicine,3075 N Reserve St Suite Q,Missoula,MT,59808, ,"",46.89360929,-114.041132,9am-5pm
Cabinet Peaks Medical Center,403 E 3rd St,Happys Inn,MT,59923,"","",48.39228858,-115.5464025,
Biltmore Church - Arden Campus,35 Clayton Rd,Arden,NC,28704, ,"",35.4884725,-82.5675729,M-F: 9am-5pm
AdventHealth Centra Care  Arden,436 Airport Road,Arden,NC,28704,"",https://centracare.adventhealth.com/urgent-care/adventhealth-centra-care-arden,35.444935,-82.53363,M-F: 9am-4pm
UNC Asheville Campus,3300 University Heights,Asheville,NC,28804, ,"",35.6164372,-82.5639349,"Normal clinic hours, open until 7pm each day"
UNC Health,180 West Campus Drive,Flat Rock,NC,28731,"","",35.28897326,-82.39354211,
AdventHealth,50 Hospital Drive,Hendersonville,NC,28792, ,"",35.3893741,-82.4873506,2-6pm
Novant - Huntersville,16525 Holly Crest Lane,Huntersville,NC,28078,"",https://coronavirus.novanthealth.org/,35.4394042,-80.8647245,Sunday: 8 am to 5 pm;Monday: 8 am to 8 pm;Tuesday: 8 am to 8 pm;Wednesday: 8 am to 8 pm;Thursday: 8 am to 8 pm;Friday: 8 am to 8 pm;Saturday: 8 am to 5 pm
Novant - Kernersville,111 Gateway Center Drive,Kernersville,NC,27284,"",https://coronavirus.novanthealth.org/,36.1139898,-80.065283,2-6pm
Novant - Matthews,3330 Siskey Parkway,Matthews,NC,28105,"",https://coronavirus.novanthealth.org/,35.0831355,-80.7282556,"Monday – Friday, 10 a.m.-4 p.m. and Sundays, 1 p.m.-5 p.m."
[Former] Sandhills Regional Medical Center,1000 W Hamlet Ave,Hamlet,NC,28345,"","",34.90179085,-79.7090027,"9 AM to 1 PM, Monday through Friday"
UNC Health,800 N Justice St,multiple locations,NC,28791,"","",35.3205502,-82.4671037,8am-5pm
UNC Hospitals,101 Manning Dr,Chapel Hill,NC,27514,"","",35.90455885,-79.05129073,
Novant Health Screening Center,111 Gateway Center Drive,Kernersville,NC,27284,"","",36.1156491,-80.06733794,8am - 5pm M-F
UNC Hospitals at WakeBrook,111 Sunnybrook Rd,Raleigh,NC,27610,1-888-850-2684,"",35.78282965,-78.58128568,
Cone Health Alamance Regional Medical Center,1240 Huffman Mill Road,Burlington,NC,27215,"","",36.06134867,-79.50241982,Open 24 hours
FirstHealth Moore Regional Hospital,155 Memorial Drive,Pinehurst,NC,28374, ,"",35.20584892,-79.45677073,
NextCare Urgent Care: Burlington,1713 South Church Street,Burlington,NC,27215,"","",36.08344137,-79.45955628,Monday: 8:00AM - 8:00PM     Tuesday: 8:00AM - 8:00PM     Wednesday: 8:00AM - 8:00PM     Thursday: 8:00AM - 8:00PM     Friday: 8:00AM - 8:00PM
Duke University Hospital,2301 Erwin Rd,Durham,NC,27710,"","",36.00707399,-78.9375529,"(8:00 am to 8:00 pm, seven days a week)"
UNC REX Hospital,2801 Blue Ridge Rd,Raleigh,NC,27607,1-888-850-2684,"",35.81811574,-78.70346991,
Salisbury Screening Center,315 Mocksville Ave,Salisbury,NC,28144,"","",35.67857741,-80.47171312,"Monday to Friday, 8 a.m. to 5 p.m"
UNC Hospitals Hillsborough Campus,430 Waterstone Dr,Hillsborough,NC,27278,"","",36.03719569,-79.0917092,
Novant Health Screening Center,600 Highland Oaks Drive,Winston-Salem,NC,27103,"","",36.06194414,-80.30446113,8am - 5pm M-F
Mountain Park Urgent Care,90 East Main Street Suite B,Sylva,NC,28779,770-851-1398,"",35.37352826,-83.212317,M-Th 9-7 F 9-6 Sat and Sun 9-5
Thomasville Screening Center,903 Randolph St,Thomasville,NC,27360,"","",35.87029321,-80.07314893,"Monday to Friday, 8 a.m. to 5 p.m"
Novant - Salisbury,315 Mocksville Avenue,Salisbury,NC,28144,"",https://coronavirus.novanthealth.org/,35.6785578,-80.4717271,8am-5pm
Novant - Brunswick County,13 Medical Campus Drive,Supply (Brunswick County),NC,28462,"",https://coronavirus.novanthealth.org/,34.0156866,-78.2837911,8am-5pm
Mountain Park Urgent Care,90 E Main St,Sylva,NC,28779,"","",35.37368957,-83.22345326,"8am-5pm, Mon-Fri"
Novant - Thomasville,903 Randolph Street,Thomasville,NC,27360,"",https://coronavirus.novanthealth.org/,35.86975105,-80.07401429,
Novant - Winston Salem,600 Highland Oaks Drive,Winston-Salem,NC,27103,"",https://coronavirus.novanthealth.org/,36.062268,-80.3021903,8am-5pm
Tyron Medical,630 Matthews Township Parkway,Matthews,NC,28105, ,https://www.tryonmed.com/locations/,35.1214772,-80.7290381,9:30am-6pm Monday through Friday
Temporary Respiratory Symptom Clinic,1425 Coventry Rd,High Point,NC,27262,336-702-6843,"",35.94607988,-80.03887204,"8am - 5pm M-F by appointment only, 1pm - 5pm Sat - Sun by appointment only"
Urgent Care Omaha,325 N 72nd Street,Omaha,NE, ,"","",41.26226699,-96.02345365,8 am - 8 pm
Bryan Health LifePointe Campus,7501 S 27th St,Lincoln,NE,68512,402-481-0500,"",40.73445178,-96.68386396,"2 pm - 6 pm, Sunday-Saturday"
Dartmouth-Hitchcock Medical Center laboratory,1 Medical Center Dr,Lebanon,NH,03766,603-650-1818,"",43.67760549,-72.27276464,
National Guard Armory,1059 Canal St,Manchester,NH,03101,"","",43.00227509,-71.46681914,08:00 am to 07:00pm
New Hampshire Army National Guard Armory,1059 Canal St,Manchester,NH,03101, ,"",43.0025939,-71.46775,Open Daily: 8:00 AM - 8:00 PM
Southern NH Medical Center,8 prospect St,Nashua,NH,03060, ,"",42.7564419,-71.4619653,
Keady Family Practice - Claremont Office,214 Washington St,Claremont,NH,03743,"","",43.37171568,-72.32674557,M-F 10-3
Camden County College - Blackwood Campus,200 College Dr,Blackwood,NJ,08012, ,"",39.78396444,-75.04856036,7a-11p
Hackensack Meridian Urgent Care-Brick,2125 Route 88 East,Brick,NJ,08724,"",https://www.hackensackmeridianhealth.org/,40.07631183,-74.1019782,
Ocean Medical Center,425 Jack Martin Blvd,Brick,NJ,08724,"",http://www.oceanmedicalcenter.com/,40.0772248,-74.127814,7a-11p
Camden County Health Department,2631 Federal Street,Camden,NJ, , 2-1-1,"",39.946167,-75.088455,7a-11p
Immediate Care Urgent Care Center,561 US Highway 1 South,Edison,NJ,08817,"","",40.50638293,-74.39491466,7a-11p
Cooper University Health Care,1210 Brace Road,Cherry Hill,NJ,08034,"","",39.90433897,-75.012759,Use telemedicine
CityMD Urgent Care - East Hanover,399 Route 10,East Hanover,NJ,07936,"","",40.80136,-74.3608436,7a-11p
JFK Medical Center,65 James Street,Edison,NJ,08820,"",http://jfkmc.org/,40.5570361,-74.346787,
Hunterdon County Health Department,6 Gauntt Place,Flemington,NJ, , 2-1-1,"",40.5342763,-74.8595003,7a-11p
Hunterdon County Department of Health,New Jersey 12,Flemington,NJ, , 2-1-1,http://www.co.hunterdon.nj.us/health.htm,40.5019922,-74.859062,7a-11p
Hackensack Meridian Urgent Care-Forked River,701 U.S. 9,Forked River,NJ,08731,"",https://www.hackensackmeridianhealth.org/,39.82011638,-74.20242503,7a-11p
Hackensack Meridian Urgent Care-Freehold,315 W. Main Street,Freehold,NJ,07728,"",https://www.hackensackmeridianhealth.org/,40.2449396,-74.2982089,7a-11p
Monmouth County Health Department,3435 U.s. 9,Freehold,NJ, , 2-1-1,http://www.visitmonmouth.com/page.aspx?id=1932,40.2298416,-74.2713468,7a-11p
Bergen County Health Department,1 Bergen County Plaza,Hackensack,NJ, , 2-1-1,"",40.88022,-74.044235,7a-11p
Joseph M. Sanzari Children's Hospital,30 Prospect Ave,Hackensack,NJ,07601,"",http://kids.hackensackumc.org/,40.8834146,-74.055652,7a-11p
PNC Bank Arts Center,116 Garden State Pkwy,Holmdel,NJ,07733, 2-1-1,"",40.3935926,-74.1755569,7a-11p
Hackensack University Medical Center,30 Prospect Ave,Hackensack,NJ,07601,"",http://www.hackensackumc.org/,40.8834146,-74.055652,7a-11p
Hackensack Meridian Urgent Care-Jackson,27 S Cooksbridge Road Suite 1-5,Jackson,NJ,08527,"",https://www.hackensackmeridianhealth.org/,40.12114887,-74.28954949,Daily from 8:00 AM until supplies last
Southern Ocean Medical Center,1140 Route 72 West,Manahawkin,NJ,08050,"",http://www.southernoceanmedicalcenter.com/,39.7191417,-74.285099,7a-11p
Immediate Care Urgent Care Center,479 Route 520,Marlboro,NJ,07746,"","",40.33378347,-74.24335699,7a-11p
Ocean County College,1 College Drive,Toms River,NJ,08754,1-800-342-9738,"",40.00801876,-74.16623112,Monday - Friday 9:00 am - 3:00 pm
Cumberland County Public Health Department,309 Buck Street,Millville,NJ, , 2-1-1,http://www.cshealth.org/cumberland/index.htm,39.39853,-75.03994,7a-11p
Hackensack Meridian Urgent Care-Monroe,215 Applegarth Road,Monroe,NJ,08831,"",https://www.hackensackmeridianhealth.org/,40.30819705,-74.47283993,7a-11p
Mountainside Medical Center,1 Bay St,Montclair,NJ,07042,"",https://mountainsidehosp.com/,40.8124073,-74.204352,7a-11p
Jersey Shore University Medical Center,1945 NJ-33,Neptune City,NJ,07753,"",http://jerseyshoreuniversitymedicalcenter.com/,40.2079178,-74.03827,7a-11p
K. Hovnanian Children's Hospital,1945 NJ-33,Neptune City,NJ,07753,"",http://www.khovnanianchildrenshospital.com/,40.2079178,-74.03827,7a-11p
Hackensack Meridian Urgent Care-Neptune City,2040 Route 33,Neptune City,NJ,07753,"",https://www.hackensackmeridianhealth.org/,40.20698486,-74.04376922,7a-11p
Middlesex County Health Department,711 Jersey Avenue,New Brunswick,NJ, , 2-1-1,"",40.476818,-74.47179,7a-11p
Middlesex County Public Health Department,75 Bayard Street,New Brunswick,NJ, , 2-1-1,http://co.middlesex.nj.us/publichealth,40.49403,-74.44639,7a-11p
Essex County Health Department,115 Clifton Avenue,Newark,NJ, , 2-1-1,"",40.753517,-74.17857,7a-11p
CityMD Urgent Care - Newark,617 Broad Street,Newark,NJ,07102,"","",40.74017588,-74.16968272,7a-11p
Palisades Medical Center,7600 River Rd,North Bergen,NJ,07047,"",http://www.palisadesmedical.org/,40.7965635,-73.996392,7a-11p
Middlesex County Health Department,841 Georges Road,North Brunswick,NJ, , 2-1-1,"",40.46447,-74.45591,
Atlantic County Health Department,201 Shore Road,Northfield,NJ, , 2-1-1,http://www.aclink.org/,39.376736,-74.53746,7a-11p
Raritan Bay Medical Center Old Bridge,1 Hospital Plaza,Old Bridge,NJ,08857,"",https://www.rbmc.org/,40.3921242,-74.319812,Call ahead
Bergen County Department of Health Services,327 East Ridgewood Avenue,Paramus,NJ, , 2-1-1,http://www.bergenhealth.org/,40.9572516,-74.0582085,7a-11p
Bergen Community College - Paramus Campus - Lots B & C,400 Paramus Road,Paramus,NJ,07652, 2-1-1,"",40.9508834,-74.0915005,7a-11p
Passaic County Department of Health,18 Clark Street,Paterson,NJ, , 2-1-1,http://www.passaiccountynj.org/departments/health_department/,40.91604,-74.17028,7a-11p
Middlesex County Health Department,1 Olive Street,Perth Amboy,NJ, , 2-1-1,"",40.509175,-74.2785898,Daily from 8:00 AM until supplies last
Princeton Health,1 Plainsboro Road,Plainsboro,NJ,08536,267-785-8585,https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/princeton-health,40.3398823,-74.624372,Call ahead
Hudson Regional Hospital - HUDSON COUNTY RESIDENTS ONLY,55 Meadowlands Pkwy,Secaucus,NJ,07094, 2-1-1,https://www.hudsonregionalhospital.com/,40.7917444,-74.0734305,7a-11p
Somerset County Department of Health,27 Warren Street,Somerville,NJ, , 2-1-1,http://www.co.somerset.nj.us/health,40.567272,-74.61061,7a-11p
Ocean County Health Department,175 Sunset Avenue,Toms River,NJ, , 2-1-1,http://www.ochd.org/,40.005665,-74.22254,7a-11p
Hackensack Meridian Urgent Care-Toms River,9 Mule Road,Toms River,NJ,08755,"",https://www.hackensackmeridianhealth.org/,39.97215704,-74.2380734,7a-11p
New Jersey State Health Department,135 East State Street,Trenton,NJ, , 2-1-1,"",40.22075,-74.76904,7a-11p
Kean University - UNION COUNTY RESIDENTS ONLY,1000 Morris Ave,Union,NJ,07083, 2-1-1,https://ucnj.org/press-releases/public-info/2020/03/21/county-of-union-to-open-states-first-county-run-drive-through-testing-center-for-covid-19-at-kean-university-on-monday/,40.6764579,-74.2284791,Use telemedicine
William Paterson University - PASSAIC COUNTY RESIDENTS ONLY,300 Pompton Road,Wayne,NJ,07470, 2-1-1,"",40.9426676,-74.1973551,7a-11p
The Doctor's Office Urgent Care of West Caldwell,556 Passaic Ave,West Caldwell,NJ,07006,"","",40.84888235,-74.29770311,7a-11p
InFocus Urgent Care,64 Princeton-Hightstown Road,West Windsor,NJ,08550,609-799-7009,https://www.infocusurgentcare.org/,40.31223804,-74.61950931,7a-11p
Burlington County Emergency Services Training Center,53 Academy Drive,Westhampton,NJ,08060, 2-1-1,"",40.0202468,-74.8228354,7a-11p
Pascack Valley Medical Center,250 Old Hook Rd,Westwood,NJ,07675,"",http://www.hackensackumcpv.com/,40.9839379,-74.015121,7a-11p
Bayshore Medical Center,727 North Beers St.,Holmdel,NJ,07733,"",http://www.bayshorehospital.org/,40.4045573,-74.193627,7a-11p
Riverside Medical Group,714 10th St,North Hoboken,NJ,07094, ,"",40.79453515,-74.06800603,7a-11p
My InstaDoc Urgent Care of Monroe,298 Applegarth Road,Monroe Township,NJ,08831,"","",40.31387022,-74.47225813,
Morris County Office of Health Management,634 West Hanover Avenue,Morristown,NJ, , 2-1-1,http://www.co.morris.nj.us/,40.832146,-74.53111,7a-11p
Sussex County Department of Health and Environmental Services,1 Spring Street,Newton,NJ, , 2-1-1,http://www.sussex.nj.us/,41.05863,-74.753395,7a-11p
Raritan Bay Medical Center Perth Amboy,530 New Brunswick Ave,Perth Amboy,NJ,08861,"",https://www.rbmc.org/,40.520499,-74.27257,7a-11p
Hackensack Meridian Urgent Care-Piscataway,1080 Stelton Road,Piscataway,NJ,08854,"",https://www.hackensackmeridianhealth.org/,40.54759739,-74.42873104,7a-11p
Riverview Medical Center,1 Riverview Plaza,Red Bank,NJ,07701,"",http://www.riverviewmedicalcenter.com/,40.3538765,-74.063491,7a-11p
Hackensack Meridian Urgent Care-Long Beach Island,901 Long Beach Blvd,Ship Bottom,NJ,08008,"",https://www.hackensackmeridianhealth.org/,39.64916073,-74.17630236,7a-11p
Mercer County Department of Health,218 North Broad Street,Trenton,NJ, , 2-1-1,http://www.trentonnj.org/cit-e-access/contactinfo/?tid=55&tpid=5557,40.2234324,-74.7642624,7a-11p
Mercer County Division of Public Health,640 South Broad Street,Trenton,NJ, , 2-1-1,http://www.mercercounty.org/,40.209289,-74.7542346,7a-11p
Kean University,1000 Morris Ave,Union,NJ,07083, ,"",40.680117,-74.237886,9AM - 5PM
Central Jersey Urgent Care Eatontown,142 NJ 35,Eatontown,NJ,07724,732-515-5111,"",40.29485625,-74.05361436,8 am to 8pm Daily
MyInstaDoc Marlboro Location,167 Route 9,South Marlboro,NJ,07751,732-334-6500,"",40.34776211,-74.30868978,"9 am to 5 pm Tuesday, Thursday & Saturday"
County College of Morris COVID-19 Testing Center,214 Center Grove Rd,Randolph,NJ,07869, ,"",40.86104998,-74.57734989,
Trenton Police Department Headquarters,225 N Clinton Ave # 1,Trenton,NJ,08609,"","",40.22710059,-74.75295632,
Myinstadoc Urgent Care Monroe,"298 Applegarth Rd, Suite B",Monroe,NJ,08831,609-409-0600,"",40.31351758,-74.47228787,"9 am to 5 pm Tuesday, Thursday, Saturday"
William Paterson University,300 Pompton Road,Wayne,NJ,07470, ,"",40.9427182,-74.19999063,Opens 9AM
CityMD Urgent Care ‚Äì East Hanover,399 Route 10,East Hanover,NJ,07936,"","",40.801356,-74.360844,Weekdays 8 AM - 8 PM; Weekends 9 AM - 5 PM
